,Unnamed: 0,ORDEN,NOMBRE REGIÓN,CÓDIGO REGIÓN,NOMBRE PROVINCIA,CÓDIGO PROVINCIA,NOMBRE COMUNA,CÓDIGO COMUNA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA,HOMBRES ,MUJERES,TOTAL ÁREA URBANA,HOMBRES ÁREA URBANA ,MUJERES ÁREA URBANA,TOTAL ÁREA RURAL,HOMBRES ÁREA RURAL,MUJERES ÁREA RURAL
13136,,13136,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,79,44,21,23,24,12,12,20,9,11
13137,,13137,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,80,48,28,20,25,16,9,23,12,11
13138,,13138,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,81,42,18,24,19,10,9,23,8,15
13139,,13139,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,82,41,16,25,15,4,11,26,12,14
13140,,13140,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,83,34,23,11,10,7,3,24,16,8
13141,,13141,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,84,28,7,21,16,4,12,12,3,9
13142,,13142,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,85,28,19,9,15,9,6,13,10,3
13143,,13143,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,86,38,19,19,19,12,7,19,7,12
13144,,13144,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,87,14,6,8,9,3,6,5,3,2
13145,,13145,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,88,18,11,7,8,5,3,10,6,4
13146,,13146,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,89,15,8,7,5,3,2,10,5,5
13147,,13147,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,90,11,6,5,2,1,1,9,5,4
13148,,13148,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,91,14,6,8,5,2,3,9,4,5
13149,,13149,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,92,8,4,4,3,2,1,5,2,3
13150,,13150,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,93,8,3,5,3,0,3,5,3,2
13151,,13151,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,94,4,2,2,1,0,1,3,2,1
13152,,13152,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,95,3,1,2,3,1,2,0,0,0
13153,,13153,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,96,5,2,3,2,0,2,3,2,1
13154,,13154,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,97,3,1,2,2,0,2,1,1,0
13155,,13155,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,98,1,1,0,0,0,0,1,1,0
13156,,13156,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,99,1,0,1,1,0,1,0,0,0
13157,,13157,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,MARÍA PINTO,13504,100 o más,4,3,1,2,1,1,2,2,0
13158,,13158,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,Total Comuna,9726,5132,4594,0,0,0,9726,5132,4594
13159,,13159,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,0,130,63,67,0,0,0,130,63,67
13160,,13160,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,1,141,72,69,0,0,0,141,72,69
13161,,13161,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,2,144,70,74,0,0,0,144,70,74
13162,,13162,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,3,143,76,67,0,0,0,143,76,67
13163,,13163,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,4,138,71,67,0,0,0,138,71,67
13164,,13164,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,5,136,76,60,0,0,0,136,76,60
13165,,13165,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,6,142,68,74,0,0,0,142,68,74
13166,,13166,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,7,129,66,63,0,0,0,129,66,63
13167,,13167,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,8,122,63,59,0,0,0,122,63,59
13168,,13168,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,9,139,72,67,0,0,0,139,72,67
13169,,13169,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,10,124,61,63,0,0,0,124,61,63
13170,,13170,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,11,141,62,79,0,0,0,141,62,79
13171,,13171,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,12,150,64,86,0,0,0,150,64,86
13172,,13172,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,13,127,62,65,0,0,0,127,62,65
13173,,13173,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,14,149,69,80,0,0,0,149,69,80
13174,,13174,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,15,132,67,65,0,0,0,132,67,65
13175,,13175,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,16,142,73,69,0,0,0,142,73,69
13176,,13176,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,17,111,55,56,0,0,0,111,55,56
13177,,13177,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,18,103,60,43,0,0,0,103,60,43
13178,,13178,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,19,102,49,53,0,0,0,102,49,53
13179,,13179,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,20,114,65,49,0,0,0,114,65,49
13180,,13180,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,21,112,60,52,0,0,0,112,60,52
13181,,13181,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,22,137,68,69,0,0,0,137,68,69
13182,,13182,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,23,114,66,48,0,0,0,114,66,48
13183,,13183,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,24,129,73,56,0,0,0,129,73,56
13184,,13184,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,25,142,71,71,0,0,0,142,71,71
13185,,13185,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,26,132,86,46,0,0,0,132,86,46
13186,,13186,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,27,154,81,73,0,0,0,154,81,73
13187,,13187,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,28,142,68,74,0,0,0,142,68,74
13188,,13188,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,29,154,82,72,0,0,0,154,82,72
13189,,13189,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,30,156,84,72,0,0,0,156,84,72
13190,,13190,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,31,153,74,79,0,0,0,153,74,79
13191,,13191,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,32,114,56,58,0,0,0,114,56,58
13192,,13192,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,33,148,79,69,0,0,0,148,79,69
13193,,13193,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,34,127,73,54,0,0,0,127,73,54
13194,,13194,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,35,123,59,64,0,0,0,123,59,64
13195,,13195,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,36,118,63,55,0,0,0,118,63,55
13196,,13196,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,37,109,69,40,0,0,0,109,69,40
13197,,13197,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,38,150,85,65,0,0,0,150,85,65
13198,,13198,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,39,125,62,63,0,0,0,125,62,63
13199,,13199,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,40,108,56,52,0,0,0,108,56,52
13200,,13200,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,41,121,70,51,0,0,0,121,70,51
13201,,13201,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,42,130,60,70,0,0,0,130,60,70
13202,,13202,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,43,125,73,52,0,0,0,125,73,52
13203,,13203,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,44,124,60,64,0,0,0,124,60,64
13204,,13204,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,45,123,68,55,0,0,0,123,68,55
13205,,13205,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,46,112,65,47,0,0,0,112,65,47
13206,,13206,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,47,111,63,48,0,0,0,111,63,48
13207,,13207,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,48,135,57,78,0,0,0,135,57,78
13208,,13208,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,49,126,67,59,0,0,0,126,67,59
13209,,13209,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,50,133,80,53,0,0,0,133,80,53
13210,,13210,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,51,127,69,58,0,0,0,127,69,58
13211,,13211,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,52,146,75,71,0,0,0,146,75,71
13212,,13212,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,53,107,59,48,0,0,0,107,59,48
13213,,13213,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,54,139,77,62,0,0,0,139,77,62
13214,,13214,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,55,129,77,52,0,0,0,129,77,52
13215,,13215,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,56,128,66,62,0,0,0,128,66,62
13216,,13216,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,57,122,72,50,0,0,0,122,72,50
13217,,13217,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,58,134,72,62,0,0,0,134,72,62
13218,,13218,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,59,122,70,52,0,0,0,122,70,52
13219,,13219,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,60,116,62,54,0,0,0,116,62,54
13220,,13220,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,61,127,71,56,0,0,0,127,71,56
13221,,13221,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,62,113,66,47,0,0,0,113,66,47
13222,,13222,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,63,92,44,48,0,0,0,92,44,48
13223,,13223,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,64,88,51,37,0,0,0,88,51,37
13224,,13224,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,65,79,45,34,0,0,0,79,45,34
13225,,13225,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,66,86,43,43,0,0,0,86,43,43
13226,,13226,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,67,94,55,39,0,0,0,94,55,39
13227,,13227,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,68,87,47,40,0,0,0,87,47,40
13228,,13228,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,69,94,53,41,0,0,0,94,53,41
13229,,13229,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,70,61,36,25,0,0,0,61,36,25
13230,,13230,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,71,76,40,36,0,0,0,76,40,36
13231,,13231,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,72,72,34,38,0,0,0,72,34,38
13232,,13232,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,73,69,37,32,0,0,0,69,37,32
13233,,13233,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,74,71,42,29,0,0,0,71,42,29
13234,,13234,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,75,66,32,34,0,0,0,66,32,34
13235,,13235,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,76,68,37,31,0,0,0,68,37,31
13236,,13236,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,77,55,33,22,0,0,0,55,33,22
13237,,13237,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,78,47,25,22,0,0,0,47,25,22
13238,,13238,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,79,40,25,15,0,0,0,40,25,15
13239,,13239,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,80,50,27,23,0,0,0,50,27,23
13240,,13240,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,81,30,13,17,0,0,0,30,13,17
13241,,13241,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,82,30,11,19,0,0,0,30,11,19
13242,,13242,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,83,28,17,11,0,0,0,28,17,11
13243,,13243,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,84,33,20,13,0,0,0,33,20,13
13244,,13244,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,85,26,14,12,0,0,0,26,14,12
13245,,13245,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,86,30,12,18,0,0,0,30,12,18
13246,,13246,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,87,23,10,13,0,0,0,23,10,13
13247,,13247,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,88,12,8,4,0,0,0,12,8,4
13248,,13248,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,89,16,4,12,0,0,0,16,4,12
13249,,13249,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,90,11,3,8,0,0,0,11,3,8
13250,,13250,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,91,8,5,3,0,0,0,8,5,3
13251,,13251,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,92,9,3,6,0,0,0,9,3,6
13252,,13252,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,93,6,1,5,0,0,0,6,1,5
13253,,13253,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,94,2,1,1,0,0,0,2,1,1
13254,,13254,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,95,4,3,1,0,0,0,4,3,1
13255,,13255,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,96,2,1,1,0,0,0,2,1,1
13256,,13256,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,97,1,0,1,0,0,0,1,0,1
13257,,13257,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,98,2,0,2,0,0,0,2,0,2
13258,,13258,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,99,0,0,0,0,0,0,0,0,0
13259,,13259,METROPOLITANA DE SANTIAGO,13,MELIPILLA,135,SAN PEDRO,13505,100 o más,2,2,0,0,0,0,2,2,0
13260,,13260,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,Total Comuna,74237,36769,37468,59209,29238,29971,15028,7531,7497
13261,,13261,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,0,977,483,494,820,404,416,157,79,78
13262,,13262,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,1,1067,524,543,862,417,445,205,107,98
13263,,13263,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,2,1116,567,549,900,451,449,216,116,100
13264,,13264,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,3,1090,577,513,872,479,393,218,98,120
13265,,13265,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,4,1101,576,525,876,458,418,225,118,107
13266,,13266,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,5,1122,575,547,880,451,429,242,124,118
13267,,13267,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,6,1086,558,528,856,455,401,230,103,127
13268,,13268,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,7,1122,590,532,880,459,421,242,131,111
13269,,13269,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,8,1118,553,565,894,435,459,224,118,106
13270,,13270,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,9,1046,531,515,824,419,405,222,112,110
13271,,13271,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,10,1014,526,488,795,418,377,219,108,111
13272,,13272,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,11,1025,532,493,788,408,380,237,124,113
13273,,13273,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,12,996,489,507,765,374,391,231,115,116
13274,,13274,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,13,1034,522,512,773,403,370,261,119,142
13275,,13275,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,14,1045,549,496,809,424,385,236,125,111
13276,,13276,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,15,1068,529,539,833,417,416,235,112,123
13277,,13277,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,16,1158,596,562,902,468,434,256,128,128
13278,,13278,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,17,1092,568,524,844,425,419,248,143,105
13279,,13279,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,18,1074,536,538,886,448,438,188,88,100
13280,,13280,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,19,1164,610,554,950,497,453,214,113,101
13281,,13281,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,20,1144,582,562,926,479,447,218,103,115
13282,,13282,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,21,1139,589,550,951,485,466,188,104,84
13283,,13283,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,22,1285,654,631,1080,553,527,205,101,104
13284,,13284,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,23,1222,642,580,1003,533,470,219,109,110
13285,,13285,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,24,1243,678,565,1055,578,477,188,100,88
13286,,13286,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,25,1249,611,638,1065,525,540,184,86,98
13287,,13287,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,26,1231,643,588,1035,530,505,196,113,83
13288,,13288,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,27,1229,640,589,1050,562,488,179,78,101
13289,,13289,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,28,1165,578,587,1014,504,510,151,74,77
13290,,13290,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,29,1198,602,596,1026,519,507,172,83,89
13291,,13291,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,30,1059,555,504,927,473,454,132,82,50
13292,,13292,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,31,1031,513,518,883,440,443,148,73,75
13293,,13293,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,32,1072,552,520,885,454,431,187,98,89
13294,,13294,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,33,987,517,470,855,442,413,132,75,57
13295,,13295,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,34,1101,553,548,882,456,426,219,97,122
13296,,13296,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,35,1089,547,542,868,436,432,221,111,110
13297,,13297,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,36,1030,524,506,825,427,398,205,97,108
13298,,13298,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,37,944,459,485,745,369,376,199,90,109
13299,,13299,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,38,965,487,478,756,400,356,209,87,122
13300,,13300,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,39,984,484,500,720,361,359,264,123,141
13301,,13301,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,40,944,455,489,723,348,375,221,107,114
13302,,13302,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,41,972,488,484,705,357,348,267,131,136
13303,,13303,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,42,997,488,509,735,366,369,262,122,140
13304,,13304,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,43,1038,521,517,781,395,386,257,126,131
13305,,13305,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,44,1017,512,505,739,371,368,278,141,137
13306,,13306,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,45,1004,517,487,764,382,382,240,135,105
13307,,13307,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,46,997,485,512,740,361,379,257,124,133
13308,,13308,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,47,940,430,510,727,329,398,213,101,112
13309,,13309,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,48,986,492,494,753,370,383,233,122,111
13310,,13310,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,49,1067,512,555,806,360,446,261,152,109
13311,,13311,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,50,1040,484,556,838,385,453,202,99,103
13312,,13312,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,51,1093,501,592,872,396,476,221,105,116
13313,,13313,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,52,1081,514,567,869,398,471,212,116,96
13314,,13314,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,53,983,481,502,792,378,414,191,103,88
13315,,13315,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,54,1091,505,586,895,405,490,196,100,96
13316,,13316,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,55,1016,508,508,813,402,411,203,106,97
13317,,13317,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,56,971,495,476,777,394,383,194,101,93
13318,,13318,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,57,892,427,465,706,327,379,186,100,86
13319,,13319,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,58,915,457,458,709,350,359,206,107,99
13320,,13320,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,59,805,387,418,662,311,351,143,76,67
13321,,13321,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,60,794,384,410,634,306,328,160,78,82
13322,,13322,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,61,672,329,343,541,264,277,131,65,66
13323,,13323,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,62,681,326,355,535,255,280,146,71,75
13324,,13324,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,63,604,287,317,471,220,251,133,67,66
13325,,13325,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,64,573,248,325,431,181,250,142,67,75
13326,,13326,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,65,557,271,286,424,204,220,133,67,66
13327,,13327,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,66,521,243,278,413,193,220,108,50,58
13328,,13328,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,67,491,232,259,369,170,199,122,62,60
13329,,13329,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,68,487,203,284,392,160,232,95,43,52
13330,,13330,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,69,416,197,219,325,152,173,91,45,46
13331,,13331,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,70,405,177,228,323,143,180,82,34,48
13332,,13332,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,71,396,178,218,300,132,168,96,46,50
13333,,13333,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,72,402,173,229,314,121,193,88,52,36
13334,,13334,METROPOLITANA DE SANTIAGO,13,TALAGANTE,136,TALAGANTE,13601,73,342,152,190,270,112,158,72,40,32
